FIPS,State,County,pct_low_income_low_access,pct_no_car_low_access,healthy_retailers_per_1k,convenience_stores_per_1k,fast_food_per_1k,diabetes_rate,obesity_rate,log_no_car,predicted_diabetes,model_residuals
01001,AL,Autauga,13.020998,4.121261597,0.071244098,0.463086665,0.801496148,13.3,39.8,1.4185828317546152,14.696094869101072,-1.3960948691010717
01003,AL,Baldwin,7.936779499,2.26211834,0.16573116200000002,0.514638841,0.750151575,13.4,35.2,0.8207125857700678,12.916454880335053,0.4835451196649476
01005,AL,Barbour,10.43317127,5.567523956,0.203342959,0.610028863,0.976046205,19.6,46.8,1.718744942429625,16.08051014674714,3.5194898532528605
01007,AL,Bibb,0.445866227,3.91587925,0.180701122,0.451752812,0.316226959,16.2,43.9,1.3675903388861181,14.499495367512573,1.7005046324874264
01009,AL,Blount,2.512206078,3.487118244,0.069109693,0.501045287,0.414658159,13.8,36.1,1.2519392704921493,14.089069635644861,-0.28906963564486077
01011,AL,Bullock,32.33919144,8.91302681,0.0,0.501202881,0.300721735,24.6,51.3,2.188635217508368,19.282947957331228,5.317052042668774
01013,AL,Butler,6.9182868,3.859925508,0.153814599,1.076702237,1.076702237,18.9,40.4,1.3532352582776228,14.445934397205756,4.454065602794243
01015,AL,Calhoun,15.3980732,2.925840378,0.22913746899999998,0.687412441,0.916549921,14.8,38.6,1.0769937421081086,13.551793913947824,1.2482060860521766
01017,AL,Chambers,8.102988243,4.363359451,0.152137533,0.851970196,0.973680198,17.9,41.5,1.4755314668574397,14.927839798143319,2.9721602018566795
01019,AL,Cherokee,5.00865221,3.394492388,0.0,0.722598314,0.684566796,16.0,39.5,1.2250958500740874,14.000404775252512,1.9995952247474875
01021,AL,Chilton,4.369551659,3.7418859,0.090096176,0.743293464,0.608149171,14.1,40.0,1.32225862023381,14.33294256300249,-0.2329425630024904
01023,AL,Choctaw,13.04427528,8.083898544,0.322113067,1.04686749,0.644226134,20.1,44.4,2.091110511658039,18.48927602676099,1.6107239732390113
01025,AL,Clarke,18.3503437,8.634003639,0.257610232,0.686960638,1.159246087,18.4,43.9,2.1568658596302055,19.015856763022096,-0.6158567630220979
01027,AL,Clay,2.97461772,2.359975576,0.0,0.762660146,0.381330073,16.5,42.5,0.8628796496087058,13.010127409184031,3.4898725908159687
01029,AL,Cleburne,2.024852037,3.314394951,0.0,0.801763892,0.534509242,14.6,37.4,1.2012876879252765,13.923732576191917,0.676267423808083
01031,AL,Coffee,8.991894722,2.543323517,0.112718388,0.526019156,0.920533538,14.8,41.0,0.9373958505600287,13.185634770670545,1.6143652293294561
01033,AL,Colbert,8.829303741,3.511439085,0.144375667,0.938441813,0.992582679,15.0,37.5,1.258869737027306,14.112350435035147,0.8876495649648533
01035,AL,Conecuh,13.28897285,4.562198639,0.253143191,1.096953869,0.67504853,22.1,46.4,1.5199941918391708,15.11817594839221,6.981824051607791
01039,AL,Covington,5.480484962,2.90444684,0.13539128,0.893582463,0.866504192,16.3,37.9,1.0696800385018133,13.531315236157592,2.7686847638424084
01041,AL,Crenshaw,13.50618362,5.012601852,0.0,0.58475256,0.51165849,16.6,40.5,1.613948096645186,15.549318393120718,1.0506816068792837
01043,AL,Cullman,2.843744278,2.78741312,0.141986623,0.709933162,0.816423118,13.4,36.4,1.0286951044214183,13.419286274773448,-0.019286274773447687
01045,AL,Dale,8.795501709,3.137903452,0.122551523,0.714883864,0.612757623,15.8,41.3,1.146736660453322,13.75478845200189,2.045211547998111
01047,AL,Dallas,8.767129898,4.897897243,0.193916559,0.914178073,0.692559123,22.4,46.3,1.5908455899954237,15.43951894205444,6.960481057945559
01049,AL,DeKalb,0.0,3.944876432,0.209327638,0.614027739,0.544251859,15.7,38.6,1.374949357242275,14.52725253170873,1.17274746829127
01051,AL,Elmore,4.984245777,3.712748051,0.146060031,0.681613505,0.632926822,13.0,38.9,1.314462118950333,14.305050747204119,-1.3050507472041186
01053,AL,Escambia,5.676548958,2.511914015,0.110250548,0.799316466,0.88200438,18.5,43.9,0.9250181429884777,13.155568445455442,5.344431554544558
01055,AL,Etowah,13.39791965,2.854034901,0.1172207,0.742397726,0.830313265,16.3,43.8,1.052231435127501,13.483059082567577,2.816940917432424
01057,AL,Fayette,0.429989606,4.11496067,0.0,0.615725636,0.554153085,16.6,40.6,1.4170564851957357,14.690063391099969,1.9099366089000327
01059,AL,Franklin,5.735104561,2.597456217,0.253911823,0.603040576,0.507823646,16.4,42.2,0.9583751165725264,13.237452572906681,3.162547427093317
01061,AL,Geneva,3.863991022,3.322705269,0.340767115,0.567945182,0.567945182,16.4,42.3,1.2037843672727895,13.93168751682195,2.468312483178048
01065,AL,Hale,6.976491451,7.616885185,0.0,0.613496959,0.408997953,19.7,47.6,2.031679529312401,18.042233742184454,1.6577662578155454
01067,AL,Henry,8.048103333,4.176272869,0.0,0.580618918,0.638680816,16.7,41.3,1.4318108079957987,14.748753672620097,1.9512463273799021
01069,AL,Houston,4.242109299,2.125124931,0.197035085,0.684931517,1.135297418,15.7,40.5,0.7585251606594782,12.785319773916635,2.914680226083364
01071,AL,Jackson,5.370416641,3.415527582,0.155092865,0.756077707,0.63975805,16.0,39.3,1.2312554983916169,14.020540433046984,1.9794595669530164
01073,AL,Jefferson,12.58663845,3.189601183,0.19989563,0.708027244,1.040678024,15.1,37.4,1.163026171726178,13.804275412767103,1.2957245872328969
01075,AL,Lamar,0.416253746,4.850729465,0.290613204,0.653879702,0.508573115,16.7,40.8,1.5811885223281852,15.394368218142239,1.3056317818577607
01077,AL,Lauderdale,6.470682144,2.177314758,0.24633707500000002,0.62119782,0.82469368,12.9,35.6,0.7826746536067617,12.835277786988664,0.0647222130113363
01079,AL,Lawrence,5.354034901,4.281449795,0.0,0.730437934,0.517393529,15.5,39.5,1.4566246234009612,14.849432876710654,0.6505671232893455
01081,AL,Lee,11.06901932,1.715318561,0.155846332,0.479527175,0.911101639,12.5,38.4,0.5454117064768339,12.393038113556644,0.10696188644335614
01083,AL,Limestone,6.426367283,2.866330624,0.078256443,0.635833621,0.479320735,12.5,39.6,1.0565153929176472,13.49482899876914,-0.9948289987691403
01087,AL,Macon,22.09988785,9.464000702,0.16764459,0.5588153,0.72645992,20.0,46.7,2.2485512785990873,19.81036033788736,0.18963966211263994
01089,AL,Madison,9.342906952,1.947604299,0.155486979,0.527074516,0.956640244,12.1,39.9,0.6717214292003091,12.61539052594249,-0.5153905259424896
01091,AL,Marengo,13.24722576,4.434973717,0.213526934,1.227779865,1.067634702,19.8,43.1,1.4917739560125034,14.996391595354138,4.803608404645862
01093,AL,Marion,1.031008482,2.801942825,0.134666532,0.807999194,0.908999085,15.5,42.4,1.033875641238154,13.433194640331408,2.0668053596685922
01095,AL,Marshall,10.03142166,2.304670572,0.268068878,0.690792859,0.96917206,14.5,37.6,0.8392673759004975,12.957187434641087,1.542812565358913
01097,AL,Mobile,9.715834618,2.143398285,0.169608163,0.583936632,0.780197501,16.1,39.0,0.7670471919841906,12.802811697352247,3.297188302647754
01099,AL,Monroe,11.32965088,8.563306808,0.244391218,0.733173668,0.537660658,19.7,43.8,2.1486535167618417,18.948183168180538,0.7518168318194611
01101,AL,Montgomery,10.74431801,2.92706418,0.169160299,0.672189593,1.112896681,16.4,46.1,1.0774105042078932,13.552965382025569,2.8470346179744297
01103,AL,Morgan,8.271168709,2.422404051,0.133463457,0.750731945,0.78409785,14.7,38.6,0.8888800896957476,13.069886230958183,1.6301137690418166
01107,AL,Pickens,1.496682286,6.6217103,0.202091649,0.404183298,0.353660375,18.0,48.0,1.8918627347317358,17.08961590894686,0.9103840910531389
01109,AL,Pike,10.49358463,3.300723553,0.182005703,0.606685698,1.061699986,14.1,40.3,1.1971667615728387,13.910645813516943,0.18935418648305635
01111,AL,Randolph,13.18332863,4.617819786,0.0,0.916230381,0.436300188,16.1,37.8,1.5320858686423957,15.171418546588736,0.9285814534112653
01113,AL,Russell,6.665277481,3.302382231,0.171712145,0.583821297,0.910074353,17.3,43.0,1.1976676377746607,13.912233560822683,3.3877664391773177
01117,AL,Shelby,5.819793224,1.912184715,0.185161762,0.550969183,0.803873062,11.2,31.7,0.6534624115493983,12.581485603428034,-1.3814856034280343
01115,AL,St. Clair,2.373813868,2.472498655,0.176329911,0.628175318,0.694299042,13.0,39.6,0.9092655751444959,13.117838619868575,-0.11783861986857502
01119,AL,Sumter,10.74469566,7.889731884,0.245398775,1.063394666,0.654396713,19.7,47.2,2.0668288201628666,18.303412591374776,1.3965874086252228
01121,AL,Talladega,7.841645718,4.591855049,0.075014062,0.962680519,0.66262424,17.2,45.6,1.5264594937246827,15.146564149764279,2.0534358502357204
01123,AL,Tallapoosa,3.266489983,6.378908157,0.124585755,0.822265983,0.647845924,16.8,39.5,1.8545633863407984,16.857196808689817,-0.05719680868981669
01125,AL,Tuscaloosa,6.732144356,1.459937453,0.161322471,0.545649529,0.849315345,12.0,41.0,0.3852198509058196,12.148577967486162,-0.1485779674861618
01127,AL,Walker,3.718675852,4.425198078,0.142533615,0.807690501,0.744342208,15.1,35.8,1.4895722772219275,14.987033995817558,0.11296600418244118
01131,AL,Wilcox,23.68298531,14.85160637,0.293944746,0.881834209,0.391926318,23.8,51.2,2.698781133716379,24.96757372334045,-1.1675737233404497
01133,AL,Winston,1.694508553,4.657802105,0.212693557,0.723158062,0.510464549,16.5,39.1,1.5406883195667913,15.209691086086751,1.2903089139132486
05001,AR,Arkansas,23.65869713,6.931625843,0.23010987,0.632802188,0.690329611,15.2,39.1,1.9375360184071195,17.386278412702985,-2.186278412702986
05003,AR,Ashley,9.444408417,4.255661011,0.0,0.56879878,0.775634706,18.3,45.1,1.4505971539288474,14.82474690853943,3.475253091460571
05005,AR,Baxter,5.619254589,1.867805958,0.16571185,0.307750583,0.6628474,15.0,37.7,0.6301040516991361,12.539004632522987,2.460995367477013
05007,AR,Benton,6.689051628,1.264788985,0.349754467,0.242404088,0.696046054,10.3,35.3,0.24278066295264442,11.961774709538393,-1.661774709538392
05009,AR,Boone,8.832533836,2.257488728,0.159468442,0.239202663,0.637873769,13.1,40.7,0.8186729318812372,12.91202324623873,0.18797675376126932
05011,AR,Bradley,10.20748425,4.339568615,0.0,0.6579566,0.469968975,17.6,42.5,1.4700766712175084,14.905066338942497,2.6949336610575045
05015,AR,Carroll,6.855035782,2.944142342,0.282925457,0.318291128,0.495119542,15.0,37.6,1.0832083691364902,13.569313223922848,1.4306867760771524
05017,AR,Chicot,16.10584641,10.19774055,0.0,0.806126535,0.604594946,20.5,47.1,2.323146309939308,20.512722982581554,-0.012722982581554021
05019,AR,Clark,10.7064352,2.684153795,0.0,0.407184541,0.814369082,12.9,40.0,0.9910841643319898,13.320442668563393,-0.42044266856339263
